"Lower","Upper","Triadic HE","ct","pmax","triad"
180,0,1.6884769797822,6,0.35772573770225,"9/10/10"
320,730,1.68556875472932,7,0.286213224355183,"14/17/26"
260,470,1.68548056532149,6,0.278501775543738,"17/20/26"
370,790,1.68384432705701,7,0.327703408095899,"13/16/25"
330,570,1.6829430631002,6,0.394533776448482,"15/18/25"
1020,960,1.68268110433844,6,0.242821671776863,"9/16/28"
1100,560,1.6826649933531,8,0.302765185140976,"10/19/26"
1200,860,1.68187423268233,6,0.2804153922691,"7/14/23"
880,480,1.68173917171086,7,0.323810060181823,"6/10/13"
370,520,1.68054228975954,6,0.291764715832547,"9/11/15"
630,730,1.6805376662933,6,0.357516476024709,"9/13/20"
590,90,1.67995905854971,6,0.300053473178627,"15/21/22"
370,730,1.67989801894263,9,0.299955377532257,"9/11/17"
1060,1090,1.67979732499014,5,0.258994822237413,"6/11/21"
480,820,1.67977468531546,7,0.28055019591423,"15/20/32"
180,260,1.67720386473698,7,0.344299582828128,"17/19/22"
260,680,1.67585960945358,6,0.322824568536243,"7/8/12"
420,150,1.67564834113483,6,0.332581910731499,"15/19/21"
770,1020,1.67564521807696,6,0.271164962882058,"9/14/25"
320,110,1.67556169952045,8,0.361059902349993,"14/17/18"
390,540,1.67514075675269,8,0.264266461300836,"15/19/26"
970,1040,1.67468807157951,6,0.329521584862452,"12/21/38"
1190,940,1.67467786856701,7,0.298171096191957,"7/14/24"
220,680,1.67368725502855,6,0.344131884799939,"15/17/25"
730,670,1.67342132587787,6,0.281075266377848,"4/6/9"
480,100,1.67303673762544,6,0.297252310291445,"13/17/18"
920,170,1.67227579595495,7,0.327254264171355,"10/17/19"
170,350,1.67206928625264,5,0.30389310872804,"17/19/23"
300,430,1.67199316847289,7,0.396749585081511,"15/18/23"
900,180,1.67174771859597,7,0.373285883175257,"6/10/11"
420,380,1.67169318679892,7,0.3066769157746,"15/19/24"
200,390,1.67162230079774,7,0.34212933114039,"17/19/24"
350,500,1.66966762556609,7,0.341708105933475,"17/21/28"
870,240,1.66866331185348,7,0.308821367902211,"12/20/23"
